STATE - DB,CITY - DB,POP Name,POP ID,POP Address,City,State,Pincode
CHHATTISGARH,AKALTARA,Tank Tower,cg-rpr-tnk-T2-st,"3rd Floor / Tannk Tower,Rly. station Road, Fafadih Chouk, Near Hotel Celibration,Raipur. (CG)-490001",Raipur,Chhattisgarh,490001
